domain,reliability_label,wiki_citation
9news.com,0.0,0
nbc11news.com,0.0,0
12news.com,0.0,0
wibw.com,0.0,0
wifr.com,0.0,0
247wallst.com,0.0,0
24ur.com,0.0,0
38north.org,0.0,0
audacy.com,0.0,0
join1440.com,0.0,0
abc7chicago.com,0.0,0
abc7ny.com,0.0,0
abc12.com,0.0,0
abs-cbn.com,0.0,0
actionnewsjax.com,0.0,0
adfontesmedia.com,0.0,0
lenconnect.com,-0.5,0
adweek.com,0.0,0
africacheck.org,0.0,0
agdaily.com,0.0,0
afp.com,0.0,0
ansa.it,0.0,0
agerpres.ro,0.0,0
agweb.com,0.5,0
ahwatukee.com,0.0,0
airforcetimes.com,0.0,0
airwars.org,0.0,0
alabamanow.com,0.0,0
alreporter.com,0.0,0
democratherald.com,0.0,0
ad.nl,0.0,0
allafrica.com,0.0,0
gmfus.org,0.0,0
alloaadvertiser.com,0.0,0
thealpenanews.com,0.0,0
amarillo.com,0.0,0
americanheritage.com,0.0,0
americanpressinstitute.org,0.0,0
amomama.com,0.0,0
adn.com,0.0,0
independentmail.com,0.0,0
andoveradvertiser.co.uk,0.0,0
mlive.com,0.5,0
arcdigital.media,0.0,0
ardrossanherald.com,0.0,0
arirang.com,0.0,0
armytimes.com,0.0,0
arstechnica.com,0.0,0
asiatimes.com,0.0,0
summitdaily.com,0.0,0
athensmessenger.com,0.0,0
atlasobscura.com,0.0,0
auburnpub.com,0.0,0
aap.com.au,0.0,0
avenuenews.com,0.0,0
ayradvertiser.com,0.0,0
azfamily.com,0.0,0
babnet.net,0.0,0
ballotpedia.org,0.0,0
barrheadnews.com,0.0,0
barryanddistrictnews.co.uk,0.0,0
basingstokegazette.co.uk,0.0,0
beatricedailysun.com,0.0,0
bnd.com,0.5,0
benzinga.com,0.0,0
bestlifeonline.com,0.0,0
bettergov.org,0.0,0
bicesteradvertiser.net,0.0,0
bigcountry995.com,0.0,0
bignewsnetwork.com,0.0,0
bigthink.com,0.0,0
sunherald.com,0.0,0
biography.com,0.0,0
bismarcktribune.com,0.0,0
blastingnews.com,0.0,0
bleepingcomputer.com,0.0,0
bnonews.com,0.0,0
bordercountiesadvertizer.co.uk,0.0,0
borderreport.com,0.0,0
bordertelegraph.com,0.0,0
borehamwoodtimes.co.uk,0.0,0
bournemouthecho.co.uk,0.0,0
bozemandailychronicle.com,0.0,0
bracknellnews.co.uk,0.0,0
thetelegraphandargus.co.uk,0.0,0
braintreeandwithamtimes.co.uk,0.0,0
brentwoodlive.co.uk,0.0,0
bridgemi.com,-0.5,0
bringmethenews.com,0.0,0
heraldcourier.com,0.0,0
theeagle.com,0.0,0
buffalonews.com,0.0,0
bullshido.net,0.0,0
shawlocal.com,0.0,0
business2community.com,0.0,0
butlercountytimesgazette.com,0.0,0
c-span.org,0.0,0
somdnews.com,-0.5,0
canoncitydailyrecord.com,0.0,0
capecodtimes.com,0.0,0
capecoralbreeze.com,0.0,0
capitolfax.com,0.0,0
carrollconews.com,0.0,0
trib.com,0.0,0
castanet.net,0.0,0
tucsonlocalmedia.com,0.0,0
cbslocal.com,-0.5,0
cdt.org,0.0,0
opensecrets.org,0.0,0
csis.org,0.0,0
myeasternshoremd.com,0.0,0
chandlernews.com,0.0,0
postregister.com,0.0,0
channelnewsasia.com,0.0,0
charitynavigator.org,0.0,0
chathamhouse.org,0.0,0
timesfreepress.com,0.0,0
thelandmark.com,0.0,0
chicoer.com,0.0,0
chinookobserver.com,0.0,0
chippewa.com,0.0,0
csmonitor.com,0.0,0
citynews.ca,0.0,0
clarindaherald.com,0.0,0
cctimesdemocrat.com,0.0,0
claytodayonline.com,0.0,0
claytonrecord.com,0.0,0
columbustelegram.com,0.0,0
cnet.com,0.0,0
ced.org,0.0,0
cpj.org,0.0,0
communityimpact.com,0.0,0
independenttribune.com,0.0,0
concordmonitor.com,0.0,0
congress.gov,0.0,0
cbo.gov,0.0,0
constitutioncenter.org,0.0,0
consumerreports.org,0.0,0
cookcountynews-herald.com,0.0,0
cookpolitical.com,0.0,0
corriere.it,0.0,0
coronavirus.gov,0.0,0
gazettetimes.com,0.0,0
cfr.org,0.0,0
countable.com,0.0,0
countryliving.com,0.0,0
courthousenews.com,0.0,0
courttv.com,0.0,0
covidtracking.com,0.0,0
cp24.com,0.0,0
craigdailypress.com,0.0,0
crainscleveland.com,0.0,0
crainsdetroit.com,0.0,0
cruxnow.com,0.0,0
ctvnews.ca,0.0,0
starexponent.com,0.0,0
dccircuitbreaker.org,0.0,0
dailycamera.com,0.0,0
messengernews.net,0.0,0
dailyjournalonline.com,0.0,0
dailymaverick.co.za,0.0,0
nonpareilonline.com,0.0,0
dailyrecord.com,0.0,0
godanriver.com,0.0,0
darientimes.com,0.0,0
daytondailynews.com,0.0,0
defensenews.com,0.0,0
defenseone.com,0.0,0
delawarelive.com,0.0,0
dbrnews.com,0.0,0
dentonrc.com,0.0,0
desmoinesregister.com,0.0,0
standaard.be,0.0,0
detik.com,0.0,0
differencebetween.net,0.0,0
digi24.ro,0.0,0
digitaljournal.com,0.0,0
qconline.com,0.0,0
dmagazine.com,0.0,0
doctorswithoutborders.org,0.0,0
dodgeglobe.com,0.0,0
dorsetecho.co.uk,0.0,0
dothaneagle.com,0.0,0
dpa.com,0.0,0
ladowntownnews.com,0.0,0
duluthnewstribune.com,0.0,0
eagletribune.com,0.0,0
yourobserver.com,0.0,0
edp24.co.uk,0.0,0
eastidahonews.com,0.0,0
eastvalleytribune.com,0.0,0
eatthis.com,0.0,0
leadertelegram.com,0.0,0
elkodaily.com,0.0,0
elnuevodia.com,0.0,0
yoursun.com,0.0,0
goerie.com,0.0,0
err.ee,0.0,0
dailypress.net,0.0,0
echo-news.co.uk,0.0,0
eurasiagroup.net,-0.5,0
times-standard.com,0.0,0
everycrsreport.com,0.0,0
factcheck.org,0.0,0
factwire.org,0.0,0
fairmontsentinel.com,0.0,0
fayobserver.com,0.0,0
federalnewsnetwork.com,0.0,0
ft.com,0.0,0
firstcoastnews.com,0.0,0
firstdraftnews.org,0.0,0
sentinelandenterprise.com,0.0,0
floridapolitics.com,0.0,0
jacksonville.com,-0.5,0
foreignaffairs.com,0.0,0
foreignpolicy.com,0.0,0
ftleavenworthlamp.com,0.0,0
fortmorgantimes.com,0.0,0
fosters.com,0.0,0
fourstateshomepage.com,0.0,0
france24.com,0.0,0
thefranklinnewspost.com,0.0,0
fredericksburg.com,0.0,0
fredericknewspost.com,0.0,0
fremonttribune.com,0.0,0
advocate-news.com,0.0,0
fullfact.org,0.0,0
gallup.com,0.0,0
gctelegram.com,0.0,0
geek.com,0.0,0
geekwire.com,0.0,0
gilbertsunnews.com,0.0,0
sun-courier.com,0.0,0
gladstonedispatch.com,0.0,0
glendalestar.com,0.0,0
postindependent.com,0.0,0
globalintegrity.org,0.0,0
globalslaveryindex.org,0.0,0
globegazette.com,0.0,0
goodnewsnetwork.org,0.0,0
gao.gov,0.0,0
govtrack.us,0.0,0
granitefallsnews.com,0.0,0
thegraftonnews.com,0.0,0
theindependent.com,0.0,0
greatfallstribune.com,0.0,0
greenbaypressgazette.com,0.0,0
greenvilleonline.com,0.0,0
ground.news,0.0,0
group30.org,0.0,0
presstelegram.com,0.0,0
ycombinator.com,0.0,0
hiawathaworldonline.com,0.0,0
hamburgreporter.com,0.0,0
journal-news.com,0.0,0
hanfordsentinel.com,0.0,0
hbr.org,0.0,0
harvard.edu,0.0,0
hastingstribune.com,0.0,0
hdnews.net,0.0,0
herald-review.com,0.0,0
dailybreeze.com,0.0,0
heterodoxacademy.org,0.0,0
hickoryrecord.com,0.0,0
homelandsecuritynewswire.com,0.0,0
howstuffworks.com,0.0,0
howtogeek.com,0.0,0
i24news.tv,0.0,0
idahostatesman.com,0.0,0
inc.com,0.0,0
helenair.com,0.0,0
ivn.us,0.0,0
indexmundi.com,0.0,0
indystar.com,0.0,0
dailybulletin.com,0.0,0
iwpr.org,0.0,0
ipi.media,0.0,0
investing.com,0.0,0
investopedia.com,0.0,0
ipsos.com,0.0,0
ironmountaindailynews.com,0.0,0
jaxdailyrecord.com,0.0,0
japantimes.co.jp,0.0,0
kaaltv.com,0.0,0
abc7.com,0.0,0
kadn.com,0.0,0
kagstv.com,0.0,0
kait8.com,0.0,0
kalb.com,0.0,0
everythinglubbock.com,0.0,0
myhighplains.com,0.0,0
yaktrinews.com,0.0,0
myarklamiss.com,0.0,0
kare11.com,0.0,0
kark.com,0.0,0
katc.com,0.0,0
alaskasnewssource.com,0.0,0
newschannel6now.com,0.0,0
crossroadstoday.com,0.0,0
kbjr6.com,0.0,0
12newsnow.com,0.0,0
kbtx.com,0.0,0
kcbd.com,0.0,0
kcci.com,0.0,0
thedenverchannel.com,0.0,0
kcentv.com,0.0,0
newspressnow.com,0.0,0
kcrg.com,0.0,0
q13fox.com,0.0,0
kcra.com,0.0,0
kctv5.com,0.0,0
wyomingnewsnow.tv,0.0,0
cw33.com,0.0,0
cbs4local.com,0.5,0
fox4news.com,0.0,0
kdrv.com,0.0,0
kdvr.com,0.0,0
kearneyhub.com,0.0,0
keloland.com,0.0,0
kens5.com,0.0,0
turnto23.com,0.0,0
kesq.com,0.0,0
ketk.com,0.0,0
ketv.com,0.0,0
blackhillsfox.com,0.0,0
keyc.com,0.0,0
cbsaustin.com,0.5,0
keyt.com,0.0,0
keysnews.com,0.0,0
kezi.com,0.0,0
newschannel10.com,0.0,0
cbs8.com,0.0,0
nwahomepage.com,0.0,0
kfvs12.com,0.0,0
kfyrtv.com,0.0,0
kget.com,0.0,0
hawaiinewsnow.com,0.0,0
kgns.tv,0.0,0
yourcentralvalley.com,0.0,0
kgw.com,0.0,0
4029tv.com,0.0,0
khits.com,0.0,0
khon2.com,0.0,0
khou.com,0.0,0
actionnewsnow.com,0.0,0
cw39.com,0.0,0
myfoxzone.com,0.0,0
kiem-tv.com,0.0,0
localnews8.com,0.0,0
kiiitv.com,0.0,0
knopnews2.com,0.0,0
kimt.com,0.0,0
king5.com,0.0,0
kion546.com,0.0,0
kiowacountysignal.com,0.0,0
kiplinger.com,0.0,0
kiro7.com,0.0,0
kitv.com,0.0,0
kivitv.com,0.0,0
kjct8.com,0.0,0
kktv.com,0.0,0
8newsnow.com,0.0,0
klax-tv.com,0.0,0
klfy.com,0.0,0
ourquadcities.com,0.0,0
fox16.com,0.0,0
kltv.com,0.0,0
kmbc.com,0.0,0
abc17news.com,0.0,0
kmov.com,0.0,0
nbcnebraskascottsbluff.com,0.0,0
3newsnow.com,0.0,0
kmvt.com,0.0,0
knoe.com,0.0,0
1011np.com,0.0,0
abc15.com,0.0,0
koaa.com,0.0,0
koamnewsnow.com,0.0,0
koat.com,0.0,0
kob.com,0.0,0
koin.com,0.0,0
fox23.com,0.0,0
kold.com,0.0,0
1011now.com,0.0,0
kolotv.com,0.0,0
ozarksfirst.com,0.0,0
kompas.com,0.0,0
cbs7.com,0.0,0
kotatv.com,0.0,0
newson6.com,0.0,0
kpax.com,0.0,0
kristv.com,0.0,0
kplctv.com,0.0,0
click2houston.com,0.0,0
kptv.com,0.0,0
kpvi.com,0.0,0
krdo.com,0.0,0
krem.com,0.0,0
fox26houston.com,0.0,0
kron4.com,0.0,0
krqe.com,0.0,0
krtv.com,0.0,0
ksat.com,0.0,0
fox10phoenix.com,0.0,0
ksbw.com,0.0,0
ksdk.com,0.0,0
dakotanewsnow.com,0.0,0
kshb.com,0.0,0
ksl.com,0.0,0
ksla.com,0.0,0
ksnblocal4.com,0.0,0
ksnt.com,0.0,0
ksn.com,0.0,0
ky3.com,0.0,0
kstp.com,0.0,0
fox5sandiego.com,0.0,0
kswo.com,0.0,0
bigcountryhomepage.com,0.0,0
arklatexhomepage.com,0.0,0
fox7austin.com,0.0,0
ktvb.com,0.0,0
ktiv.com,0.0,0
ktla.com,0.0,0
ktnv.com,0.0,0
ktre.com,0.0,0
ktsm.com,0.0,0
kttc.com,0.0,0
foxla.com,0.0,0
webcenterfairbanks.com,0.0,0
ktvh.com,0.0,0
fox2now.com,0.0,0
ktvq.com,0.0,0
ktvu.com,0.0,0
abc4.com,0.0,0
ktvz.com,0.0,0
fox40.com,0.0,0
nonstoplocal.com,0.0,0
valleycentral.com,0.0,0
kvia.com,0.0,0
kvoa.com,0.0,0
kvue.com,0.0,0
fox5vegas.com,0.0,0
kwch.com,0.0,0
newswest9.com,0.0,0
fox44news.com,0.0,0
weau.com,0.0,0
news9.com,0.0,0
kwtx.com,0.0,0
kwwl.com,0.0,0
kxan.com,0.0,0
kxii.com,0.0,0
kxlf.com,0.0,0
kxlh.com,0.0,0
kxly.com,0.0,0
kxnet.com,0.0,0
fox21news.com,0.0,0
abc10.com,0.0,0
kxxv.com,0.0,0
kyma.com,0.0,0
kyoutv.com,0.0,0
cbs19.tv,0.0,0
lacrossetribune.com,0.0,0
ledevoir.com,0.0,0
lahainanews.com,0.0,0
record-bee.com,0.0,0
lakegenevanews.net,0.0,0
hometownsource.com,-0.5,0
lalibre.be,0.0,0
law360.com,0.0,0
ljworld.com,0.0,0
leavenworthtimes.com,0.0,0
ldnews.com,0.0,0
lebanon-express.com,0.0,0
wellingtondailynews.com,0.0,0
lesoir.be,0.0,0
lexch.com,0.0,0
lrt.lt,0.0,0
liveuamap.com,0.0,0
lancasteronline.com,0.0,0
logically.ai,0.0,0
lompocrecord.com,0.0,0
timescall.com,0.0,0
reporterherald.com,0.0,0
lovelycitizen.com,0.0,0
lowellsun.com,0.0,0
newsadvance.com,0.0,0
mapleridgenews.com,-0.5,0
marinij.com,0.0,0
emountainwave.com,0.0,0
timesrepublican.com,0.0,0
martinsvillebulletin.com,0.0,0
mcdowellnews.com,0.0,0
mcphersonsentinel.com,0.0,0
mediapost.com,0.0,0
commercialappeal.com,0.0,0
mendocinobeacon.com,0.0,0
myrecordjournal.com,0.0,0
themesatribune.com,0.0,0
newsnationnow.com,0.0,0
republic-online.com,0.0,0
millburysutton.com,0.0,0
livemint.com,0.0,0
modernhealthcare.com,0.0,0
monroenews.com,-0.5,0
thenewsstar.com,-0.5,0
montenews.com,0.0,0
mooresvilletribune.com,0.0,0
morganton.com,0.0,0
morningconsult.com,0.0,0
flippinonline.com,0.0,0
muscatinejournal.com,0.0,0
mynewsla.com,0.0,0
navytimes.com,0.0,0
newarkpostonline.com,0.0,0
newfolks.com,0.0,0
newsandnews.com,0.0,0
news24.com,0.0,0
newsguardtech.com,0.0,0
nujournal.com,0.0,0
nknews.org,0.0,0
northkoreatimes.com,0.0,0
nptelegraph.com,0.0,0
northtamatelegraph.com,0.0,0
nwfdailynews.com,0.0,0
nwitimes.com,0.0,0
novinite.com,0.0,0
oanow.com,0.0,0
openmindmag.org,0.0,0
oregonlive.com,0.0,0
ormondbeachobserver.com,0.0,0
orovillemr.com,0.0,0
ottawaherald.com,0.0,0
oxfordmail.co.uk,0.0,0
parkrecord.com,0.0,0
pasadenastarnews.com,0.0,0
pjstar.com,0.0,0
peoriatimes.com,0.0,0
pewresearch.org,0.0,0
starheraldnews.com,0.0,0
pontevedrarecorder.com,0.0,0
pratttribune.com,0.0,0
pressofatlanticcity.com,0.0,0
punchbowl.news,0.0,0
queencreektribune.com,0.0,0
journaltimes.com,0.0,0
rferl.org,0.0,0
rainylakegazette.com,0.0,0
rand.org,0.0,0
ravallirepublic.com,0.0,0
redding.com,-0.5,0
redbluffdailynews.com,0.0,0
redlandsdailyfacts.com,0.0,0
redwoodfallsgazette.com,0.0,0
repustar.com,0.0,0
reuters.com,0.0,0
rexburgstandardjournal.com,0.0,0
rfi.fr,0.0,0
rocanews.com,0.0,0
rte.ie,0.0,0
sgvtribune.com,0.0,0
santacruzsentinel.com,0.0,0
santansun.com,0.0,0
starherald.com,0.0,0
scottsdaleairpark.com,0.0,0
scottsdale.org,0.0,0
semafor.com,0.0,0
shareably.net,0.0,0
valleynewstoday.com,0.0,0
shorensteincenter.org,0.0,0
sierrasun.com,0.0,0
simplepolitics.co.uk,0.0,0
skyhinews.com,0.0,0
sky.com,0.0,0
sleepyeyenews.com,0.0,0
aspentimes.com,0.0,0
socialmediatoday.com,0.0,0
orangeobserver.com,0.0,0
spectrumlocalnews.com,0.0,0
ny1.com,0.0,0
spectrumreport.com,0.0,0
springfieldnewssun.com,0.0,0
spotlightpa.org,0.0,0
statista.com,0.0,0
steamboatpilot.com,0.0,0
journal-advocate.com,0.0,0
sjnewsonline.com,0.0,0
strategypage.com,0.0,0
studyfinds.org,0.0,0
cecildaily.com,-0.5,0
swvatoday.com,0.0,0
tahoedailytribune.com,0.0,0
tamatoledonews.com,0.0,0
techspot.com,0.0,0
thefoothillsfocus.com,0.0,0
tetonvalleynews.net,0.0,0
digitaltrends.com,0.0,0
argonautnews.com,0.0,0
afr.com,0.5,0
thebalance.com,0.0,0
thebulltulsa.com,0.0,0
thecanadianpress.com,0.0,0
cepr.org,0.0,0
columbian.com,0.0,0
constitution.com,0.0,0
daily-chronicle.com,0.0,0
tdn.com,0.0,0
dailyprogress.com,0.0,0
thediplomat.com,0.0,0
929thedrive.com,0.0,0
economist.com,0.0,0
thefencepost.com,0.0,0
theflipside.io,0.0,0
hjnews.com,-0.5,0
thehill.com,0.0,0
jordantimes.com,0.0,0
themanual.com,0.0,0
mariettatimes.com,0.0,0
miningjournal.net,0.0,0
mcall.com,0.0,0
scnow.com,0.0,0
thekansan.com,0.0,0
newsvirginian.com,0.0,0
monmouth.edu,0.0,0
postandcourier.com,0.0,0
poststar.com,0.0,0
syracuse.com,0.0,0
theprimarymarket.com,0.0,0
recordnet.com,0.0,0
theregister.com,0.0,0
therepublic.com,0.0,0
masslive.com,0.0,0
thecalifornian.com,-0.5,0
scotsman.com,0.0,0
cumberlink.com,0.0,0
thesmokinggun.com,0.0,0
sociable.co,0.0,0
thesouthern.com,0.0,0
spokesman.com,0.0,0
stardem.com,0.0,0
thestrategybridge.org,0.0,0
tennessean.com,0.0,0
thetandd.com,0.0,0
thetowntalk.com,0.0,0
trentonian.com,0.0,0
theunion.com,0.0,0
vindy.com,0.0,0
wcfcourier.com,0.0,0
zdf.de,0.0,0
thirdway.org,0.0,0
thoughtco.com,0.0,0
thv11.com,0.0,0
timesofsandiego.com,0.0,0
magicvalley.com,0.0,0
todayifoundout.com,0.0,0
tonganoxiemirror.com,0.0,0
transparency.org,0.0,0
transpartisanreview.com,0.0,0
record-eagle.com,0.0,0
tribunecontentagency.com,0.0,0
tri-cityherald.com,0.0,0
truthorfiction.com,0.0,0
tucsonweekly.com,0.0,0
tut.by,0.0,0
tvw.org,0.0,0
loganwoodbine.com,0.0,0
ukiahdailyjournal.com,0.0,0
upi.com,0.0,0
house.gov,0.0,0
uscourts.gov,0.0,0
usaspending.gov,0.0,0
usafacts.org,0.0,0
standard.net,0.5,0
vaildaily.com,0.0,0
timesheraldonline.com,0.0,0
vcreporter.com,0.0,0
verifythis.com,0.0,0
voanews.com,0.0,0
vinnews.com,0.0,0
votesmart.org,0.0,0
waaytv.com,0.0,0
deltanews.tv,0.0,0
wabi.tv,0.0,0
wacotrib.com,0.0,0
wafb.com,0.0,0
fox5atlanta.com,0.0,0
wagmtv.com,0.0,0
wahoo-ashland-waverly.com,0.0,0
fox10tv.com,0.0,0
walb.com,0.0,0
wandtv.com,0.0,0
wane.com,0.0,0
waow.com,0.0,0
wapt.com,0.0,0
warontherocks.com,0.0,0
wtop.com,0.0,0
wate.com,0.0,0
localmemphis.com,0.0,0
wave3.com,0.0,0
wavy.com,0.0,0
wbaltv.com,0.0,0
wbay.com,0.0,0
wbir.com,0.0,0
wbko.com,0.0,0
wbng.com,0.0,0
10tv.com,0.0,0
wbrc.com,0.0,0
pahomepage.com,0.0,0
wbtv.com,0.0,0
wbtw.com,0.0,0
wcax.com,0.0,0
counton2.com,0.0,0
wcia.com,0.0,0
nbc4i.com,0.0,0
wcnc.com,0.0,0
wcpo.com,0.0,0
live5news.com,0.0,0
wctv.tv,0.0,0
wcvb.com,0.0,0
fox4kc.com,0.0,0
wdam.com,0.0,0
fox40jackson.com,0.0,0
wdbj7.com,0.0,0
dcnewsnow.com,0.0,0
wdio.com,0.0,0
clickondetroit.com,0.0,0
wdrb.com,0.0,0
wdsu.com,0.0,0
wdtn.com,0.0,0
wdtv.com,0.0,0
wearethemighty.com,0.0,0
wect.com,0.0,0
25newsnow.com,0.0,0
tristatehomepage.com,0.0,0
weny.com,0.0,0
wesh.com,0.0,0
westernmassnews.com,0.0,0
westvalleyview.com,0.0,0
wvpublic.org,0.0,0
mytwintiers.com,0.0,0
wiproud.com,0.0,0
wevv.com,0.0,0
news5cleveland.com,0.0,0
wfaa.com,0.0,0
mychamplainvalley.com,0.0,0
wfft.com,0.0,0
14news.com,0.0,0
wfla.com,0.0,0
fox32chicago.com,0.0,0
wflx.com,0.0,0
wfmynews2.com,0.0,0
wfmz.com,0.0,0
wearegreenbay.com,0.0,0
wfsb.com,0.0,0
wfxrtv.com,0.0,0
boston25news.com,0.0,0
wgal.com,0.0,0
nbc26.com,0.0,0
cbs46.com,0.0,0
wgem.com,0.0,0
myfox8.com,0.0,0
brproud.com,0.0,0
wgntv.com,0.0,0
wgno.com,0.0,0
wtkr.com,0.0,0
wgrz.com,0.0,0
whas11.com,0.0,0
whatculture.com,0.0,0
fox13memphis.com,0.0,0
whec.com,0.0,0
whio.com,0.0,0
whittierdailynews.com,0.0,0
foxcarolina.com,0.0,0
whnt.com,0.0,0
who13.com,0.0,0
whsv.com,0.0,0
abc27.com,0.0,0
cbs42.com,0.0,0
kansas.com,0.0,0
erienewsnow.com,0.0,0
wicz.com,0.0,0
wilx.com,0.0,0
winknews.com,0.0,0
newschief.com,-0.5,0
wistv.com,0.0,0
channel3000.com,0.0,0
wisn.com,0.0,0
fox6now.com,0.0,0
witn.com,0.0,0
wivb.com,0.0,0
wjbf.com,0.0,0
wjhg.com,0.0,0
wjhl.com,0.0,0
wjtv.com,0.0,0
fox8.com,0.0,0
news4jax.com,0.0,0
wkbn.com,0.0,0
news8000.com,0.0,0
wkbw.com,0.0,0
clickorlando.com,0.0,0
wkow.com,0.0,0
wkrg.com,0.0,0
wkyc.com,0.0,0
wlns.com,0.0,0
wlbt.com,0.0,0
lex18.com,0.0,0
wlfi.com,0.0,0
hometownstations.com,0.0,0
wlky.com,0.0,0
wlox.com,0.0,0
wltx.com,0.0,0
uppermichiganssource.com,0.0,0
wlwt.com,0.0,0
wmar2news.com,0.0,0
centralillinoisproud.com,0.0,0
fox47.com,0.5,0
tv20detroit.com,0.0,0
cbs17.com,0.0,0
wnct.com,0.0,0
wndu.com,0.0,0
wnem.com,0.0,0
wnyt.com,0.0,0
fox5ny.com,0.0,0
wogx.com,0.0,0
weareiowa.com,0.0,0
cleveland19.com,0.0,0
woodtv.com,0.0,0
spectrumnews1.com,0.0,0
wowktv.com,0.0,0
wowt.com,0.0,0
wpbf.com,0.0,0
phl17.com,0.0,0
fox43.com,0.0,0
mynbc5.com,0.0,0
wqad.com,0.0,0
mystateline.com,0.0,0
wrex.com,0.0,0
wrtv.com,0.0,0
wsfltv.com,0.0,0
wsoctv.com,0.0,0
localsyr.com,0.0,0
fox61.com,0.0,0
tmj4.com,0.0,0
wtsp.com,0.0,0
wtvm.com,0.0,0
fox13news.com,0.0,0
wtvy.com,0.0,0
